payment_id,customer_id,amount,currency,decline_code,customer_tenure_months,past_retry_count,failed_at,subscription_plan
52e282be-381c-4400-ba7e-9d97a332d279,CUST-80678,7476.02,INR,expired_card,17,3,2026-08-16T04:07:38.641430+00:00,annual
c54bbf5a-1325-4f87-be3f-61d6954f198f,CUST-22704,1105.89,INR,insufficient_funds,56,2,2026-08-10T06:07:38.641448+00:00,monthly
badbd4cb-3599-49c7-87b1-3399a507cc2f,CUST-98259,1021.51,INR,network_error,13,0,2026-08-10T20:07:38.641465+00:00,monthly
89c50c63-c96a-4840-a9d4-87ff5f8bb104,CUST-42591,814.76,INR,fraud_suspected,25,0,2026-08-06T05:07:38.641482+00:00,monthly
b1d91a2e-82c0-4d26-a80e-c5436760ca3f,CUST-70637,2380.83,INR,insufficient_funds,32,0,2026-08-09T02:07:38.641501+00:00,monthly
9d727c70-fa3e-4c25-81ef-22a8933ff1c5,CUST-80855,3498.01,INR,do_not_honor,2,0,2026-07-25T12:07:38.641519+00:00,monthly
98e45dd6-dff3-4830-95d3-f29308ccc68d,CUST-38016,1377.13,INR,expired_card,52,0,2026-08-18T07:07:38.641536+00:00,monthly
a8b52223-09ea-40ff-a3f2-bc978be05b4e,CUST-69638,798.79,INR,expired_card,37,3,2026-07-31T20:07:38.641553+00:00,annual
13007872-03d6-4a53-89fe-b607c0a9ee97,CUST-73788,808.24,INR,do_not_honor,20,1,2026-08-14T13:07:38.641570+00:00,annual
5d773700-e11e-4687-ae78-2748da60b552,CUST-81066,2443.45,INR,do_not_honor,8,2,2026-08-22T18:07:38.641587+00:00,monthly
59f64fda-5037-4af4-b863-9ce45942c383,CUST-79615,2619.3,INR,expired_card,21,0,2026-07-24T03:07:38.641604+00:00,monthly
18a16f12-ab87-4004-822a-5d5871726fc4,CUST-87992,2254.28,INR,insufficient_funds,9,1,2026-08-11T16:07:38.641622+00:00,annual
d950529e-b57b-4123-8547-219f4749854a,CUST-85880,910.59,INR,do_not_honor,6,0,2026-08-09T22:07:38.641640+00:00,monthly
f5f45976-0700-4c4e-ad9d-f392ac6c009d,CUST-44179,1785.3,INR,expired_card,27,2,2026-08-16T11:07:38.641656+00:00,monthly
78b6d92d-e5d6-46a5-a19b-cf4f9e69a1e0,CUST-49321,1637.19,INR,do_not_honor,59,2,2026-07-25T17:07:38.641672+00:00,monthly
f51ae017-aba3-4d5c-ac51-1936822c08c7,CUST-83792,1767.35,INR,do_not_honor,13,0,2026-08-06T13:07:38.641689+00:00,monthly
28001c7d-1659-4817-be6a-b90a956a9a84,CUST-55745,2883.59,INR,insufficient_funds,9,1,2026-08-12T10:07:38.641706+00:00,monthly
c68258d2-35df-4bb9-a17d-d956947f8fea,CUST-49651,1773.87,INR,fraud_suspected,68,0,2026-08-02T02:07:38.641723+00:00,monthly
f3b741ca-fae8-44e4-9eb5-9d68441fd0d7,CUST-27601,2495.9,INR,do_not_honor,34,0,2026-07-26T16:07:38.641740+00:00,monthly
c58c7135-42ac-4431-8f3a-d5a17f33c17d,CUST-46930,1577.99,INR,insufficient_funds,27,2,2026-08-16T22:07:38.641760+00:00,monthly
cc67b144-4b95-4e5c-be1a-467079b8530e,CUST-74032,1863.22,INR,insufficient_funds,33,0,2026-08-20T23:07:38.641777+00:00,monthly
c010a557-2210-42ee-b45e-1d96b5a6a5ac,CUST-10464,2408.32,INR,insufficient_funds,43,1,2026-08-03T11:07:38.641793+00:00,monthly
6d8f0b02-238f-4aa3-8818-c0c22f80cb1a,CUST-66057,502.88,INR,expired_card,72,0,2026-08-20T17:07:38.641810+00:00,annual
a1513b84-10db-41e6-b237-de48e7961dd0,CUST-29536,1180.23,INR,do_not_honor,70,0,2026-07-28T08:07:38.641827+00:00,monthly
a6d3baf3-7e2b-4a1e-a4bb-b669de2b53c7,CUST-26704,1054.1,INR,insufficient_funds,6,2,2026-08-12T18:07:38.641843+00:00,annual
42eb03f5-8508-4c37-88ab-c3322140885f,CUST-42706,928.96,INR,insufficient_funds,14,2,2026-07-30T02:07:38.641861+00:00,annual
63964249-e6b9-4af0-855f-f822ad40d80c,CUST-91351,1220.31,INR,expired_card,20,1,2026-07-27T14:07:38.641878+00:00,annual
fea9c284-35e9-4fed-9a93-968ccb2d37cb,CUST-64040,4602.83,INR,fraud_suspected,4,0,2026-07-31T09:07:38.641896+00:00,annual
fdc4d451-f5dd-432c-bc75-74f764da841a,CUST-97806,783.56,INR,expired_card,32,2,2026-08-17T21:07:38.641914+00:00,monthly
2ae51e4a-e6a5-4802-a721-0eba2086e79d,CUST-71694,3100.84,INR,fraud_suspected,29,0,2026-07-28T05:07:38.641931+00:00,monthly
fa2f8c38-982a-433b-87b6-5cfaade1b9d4,CUST-39831,424.57,INR,fraud_suspected,29,0,2026-08-02T13:07:38.641949+00:00,monthly
f3d95670-6aa4-4193-bed7-450983c8b904,CUST-19099,1166.84,INR,insufficient_funds,36,2,2026-08-03T03:07:38.641969+00:00,monthly
05853936-1848-4218-9a11-d5da02f6578e,CUST-80282,1694.74,INR,ambiguous,43,0,2026-08-20T11:07:38.641986+00:00,monthly
cd2d527e-22d5-48fd-8f30-23f65170a618,CUST-44795,2328.28,INR,ambiguous,5,0,2026-08-04T06:07:38.642004+00:00,monthly
4809820c-a5f4-42dc-a23b-ed14195897de,CUST-67199,2557.13,INR,network_error,66,0,2026-08-11T01:07:38.642021+00:00,monthly
ccbdc9c9-68ba-440f-a421-87acae105261,CUST-67154,2719.57,INR,insufficient_funds,1,1,2026-08-12T06:07:38.642040+00:00,monthly
cce3e474-454a-4b15-acc7-9f01ebfc487b,CUST-53279,1154.79,INR,do_not_honor,41,0,2026-07-31T10:07:38.642057+00:00,monthly
282895d4-8fbc-4b6a-9143-de971575e20b,CUST-52753,1060.46,INR,do_not_honor,52,2,2026-08-06T15:07:38.642074+00:00,monthly
ede175d8-4c1c-4336-87e2-9534b4bd2530,CUST-59695,2854.64,INR,do_not_honor,23,2,2026-08-11T02:07:38.642091+00:00,annual
c6cde25b-11a8-4706-82e9-666d50df726d,CUST-37549,1299.51,INR,insufficient_funds,56,2,2026-08-09T05:07:38.642109+00:00,monthly
3d7552d9-2433-4ef4-9dca-f11daf26c3c1,CUST-72021,576.2,INR,insufficient_funds,22,0,2026-08-14T03:07:38.642126+00:00,monthly
11841624-254f-4e34-8a32-54c952fdce47,CUST-22240,641.14,INR,do_not_honor,31,2,2026-08-16T13:07:38.642144+00:00,monthly
25de5f54-7246-437d-b757-590d47dfc373,CUST-72277,752.67,INR,insufficient_funds,10,3,2026-08-09T23:07:38.642161+00:00,monthly
44cc030b-bf93-417d-9cd4-b1aaa6179b07,CUST-60328,2177.84,INR,network_error,64,1,2026-08-16T15:07:38.642178+00:00,monthly
d6d3fc3c-a268-4e09-a6ad-72bf77227ca6,CUST-23970,1669.1,INR,insufficient_funds,55,1,2026-08-17T21:07:38.642197+00:00,monthly
b918d5cf-fa78-45de-a4f0-91225e05496f,CUST-42662,2517.66,INR,insufficient_funds,16,3,2026-08-19T05:07:38.642214+00:00,monthly
af7e7b08-4460-42e2-9815-821bad61927e,CUST-88047,1088.74,INR,ambiguous,41,3,2026-08-03T20:07:38.642231+00:00,annual
f9809667-2fcc-4071-a897-3e894f44de13,CUST-81810,1689.39,INR,expired_card,58,1,2026-07-31T04:07:38.642251+00:00,monthly
35ad7d69-90f3-4d54-a3e3-348f8df349c4,CUST-93579,2398.05,INR,network_error,36,2,2026-08-07T23:07:38.642268+00:00,monthly
9ed414ea-2b16-44d0-84b2-c4f6268fef47,CUST-47450,1189.41,INR,expired_card,31,2,2026-08-13T09:07:38.642285+00:00,annual
be428122-c443-4f50-a0ad-540fc6a493d8,CUST-29769,2112.87,INR,insufficient_funds,30,3,2026-08-01T15:07:38.642302+00:00,monthly
423c94ab-6f84-4f98-ba06-7c32bc7bd3f2,CUST-63424,913.04,INR,insufficient_funds,43,3,2026-08-10T18:07:38.642319+00:00,monthly
f4786423-1542-44c6-975b-5ee1400378f9,CUST-86556,1142.45,INR,expired_card,3,3,2026-08-08T19:07:38.642336+00:00,annual
375b52d6-8399-48a3-baa0-2f68cd33468e,CUST-61116,1126.55,INR,insufficient_funds,54,1,2026-08-08T12:07:38.642354+00:00,monthly
24e29b1a-3ccb-44b4-84f9-ff20e7a90df1,CUST-60968,611.76,INR,expired_card,44,3,2026-07-31T14:07:38.642371+00:00,annual
7b59ecba-b6f6-4d73-8bcb-a82d1fbeefd8,CUST-91560,2161.27,INR,ambiguous,69,0,2026-07-25T07:07:38.642388+00:00,monthly
ae6d22c1-1d35-43ec-856b-93888696b3b7,CUST-21003,1054.87,INR,do_not_honor,55,1,2026-07-27T05:07:38.642405+00:00,monthly
f0c18b73-f435-4a3b-8189-1aab8be6bdac,CUST-52906,1514.12,INR,insufficient_funds,28,3,2026-08-13T09:07:38.642423+00:00,annual
6a73892f-0418-4688-8988-3df68ab6e889,CUST-65255,2151.2,INR,expired_card,33,0,2026-08-08T19:07:38.642443+00:00,monthly
3617a52b-d049-499c-b1a1-1ac4759ff092,CUST-55870,2096.7,INR,insufficient_funds,29,0,2026-07-29T23:07:38.642460+00:00,monthly
d4c101ba-512d-418f-8dc6-addcc3c71355,CUST-42411,2470.71,INR,insufficient_funds,26,0,2026-08-04T15:07:38.642477+00:00,monthly
80061dfa-1c39-4b0f-b735-b6f2825fbf6c,CUST-24993,1393.2,INR,expired_card,28,3,2026-08-01T11:07:38.642495+00:00,annual
0657badb-5933-4b3b-859f-d61179e174d7,CUST-89593,1091.98,INR,insufficient_funds,15,1,2026-07-24T10:07:38.642512+00:00,monthly
889751d8-10cc-46d3-8305-b51775c2317d,CUST-50888,1412.95,INR,insufficient_funds,49,3,2026-07-23T21:07:38.642531+00:00,monthly
33a72617-f2a4-4301-b432-09a0ac1de5dc,CUST-92213,423.15,INR,do_not_honor,32,0,2026-08-01T10:07:38.642548+00:00,annual
8bec679d-a72b-4189-bae7-d05392019553,CUST-25866,506.68,INR,do_not_honor,6,2,2026-08-06T06:07:38.642565+00:00,monthly
0fbe02ab-9ecf-4b34-83e8-98781d01d3c4,CUST-94874,556.24,INR,insufficient_funds,44,0,2026-07-27T06:07:38.642581+00:00,annual
631961bc-507d-4069-9dde-12765037c4b2,CUST-57472,710.01,INR,insufficient_funds,59,1,2026-08-10T14:07:38.642598+00:00,monthly
9c005b07-6b48-4a34-a59e-2e186c9d7a4c,CUST-45400,2024.45,INR,ambiguous,69,3,2026-08-09T06:07:38.642615+00:00,annual
7cf8bebb-ec52-45b6-8ec1-a5db4d4ae34b,CUST-52245,760.6,INR,do_not_honor,32,0,2026-08-15T05:07:38.642632+00:00,monthly
63aaaee3-b5db-4790-8e69-0461da6f43a2,CUST-89997,1129.58,INR,expired_card,49,2,2026-08-23T04:07:38.642648+00:00,annual
b47c18c3-a652-487c-bb01-26515a16bc2d,CUST-37802,3974.45,INR,insufficient_funds,46,2,2026-08-13T11:07:38.642665+00:00,annual
137a6c2f-4244-4323-a9e7-c74219c4d247,CUST-46211,1148.28,INR,network_error,72,0,2026-08-07T13:07:38.642685+00:00,monthly
bad69ce9-9fd0-47b5-94aa-d24ed8e7ec76,CUST-74038,2608.05,INR,network_error,72,0,2026-08-01T04:07:38.642702+00:00,monthly
c720ccb7-5c58-47b6-a22c-5183462a68f8,CUST-12260,744.72,INR,expired_card,12,2,2026-08-16T07:07:38.642719+00:00,monthly
d7cad20f-ef92-40f4-9ddb-369837f05a41,CUST-86225,1285.81,INR,insufficient_funds,48,3,2026-08-06T03:07:38.642735+00:00,monthly
d0246a34-699f-4fc8-85cd-2874255369f6,CUST-82140,735.61,INR,ambiguous,43,2,2026-08-01T05:07:38.642751+00:00,monthly
141a3e21-075c-4228-9b00-1ae72389802e,CUST-25814,1163.22,INR,insufficient_funds,25,2,2026-08-19T20:07:38.642768+00:00,monthly
0fb76738-1fae-4015-8ca2-56e3f4c100c0,CUST-34267,2817.07,INR,network_error,25,0,2026-07-31T04:07:38.642788+00:00,monthly
b55595d2-e4e4-4d4d-b172-29aa46f4c9b9,CUST-78765,410.65,INR,do_not_honor,37,0,2026-07-28T13:07:38.642805+00:00,monthly
01307e5b-624f-462e-9e5f-6ed1bcf89af8,CUST-49618,2077.74,INR,expired_card,2,1,2026-08-15T18:07:38.642822+00:00,annual
145c3177-4372-43ae-a456-9650e54fb4e8,CUST-26551,1792.78,INR,do_not_honor,63,0,2026-07-27T19:07:38.642838+00:00,monthly
92977cd4-b49a-4225-bd38-098a472b106f,CUST-67733,960.65,INR,expired_card,44,1,2026-07-24T18:07:38.642857+00:00,monthly
29a31100-8d5e-4462-9a68-2b5d9d548af0,CUST-24953,507.08,INR,fraud_suspected,9,1,2026-08-08T17:07:38.642875+00:00,monthly
a48abf14-66fb-4af4-b9a5-636348a986e9,CUST-29887,1583.38,INR,do_not_honor,20,2,2026-08-21T12:07:38.642892+00:00,monthly
5462f523-f2e5-4033-9543-7172440fe185,CUST-89471,1008.38,INR,network_error,29,2,2026-08-11T05:07:38.642911+00:00,annual
a76442c6-d659-45b7-9172-9abdc1d9faf8,CUST-87139,1785.99,INR,insufficient_funds,55,2,2026-08-05T00:07:38.642928+00:00,monthly
aa2d2c26-a577-49a6-8176-360ea445267b,CUST-23006,1524.79,INR,ambiguous,27,1,2026-08-14T22:07:38.642946+00:00,monthly
0d4d0478-4d1f-4fdb-9ed9-96572dd4c3ef,CUST-82350,4986.82,INR,insufficient_funds,10,1,2026-08-23T06:07:38.642963+00:00,monthly
2d8d4baf-97d4-491f-87e7-975795524a19,CUST-48175,1253.51,INR,do_not_honor,5,1,2026-08-13T21:07:38.642980+00:00,monthly
9ed3d189-d48c-447c-b731-62777128f405,CUST-19329,696.17,INR,fraud_suspected,30,1,2026-07-28T23:07:38.642999+00:00,monthly
35cd92eb-94fb-4d26-a1d5-f7a4073270b8,CUST-35928,1715.87,INR,fraud_suspected,55,0,2026-08-06T12:07:38.643016+00:00,monthly
63c53837-7935-442f-92a9-0d0fe4d35ba5,CUST-28643,1769.09,INR,ambiguous,10,0,2026-08-18T10:07:38.643033+00:00,monthly
6a9d12b2-fa0f-41a0-8b23-3eb8c12883fb,CUST-47828,4157.26,INR,fraud_suspected,57,0,2026-08-08T21:07:38.643051+00:00,monthly
f914226f-3f21-48aa-a3eb-b4a3ac015b61,CUST-45683,2806.11,INR,expired_card,65,3,2026-08-09T17:07:38.643068+00:00,monthly
129de659-3de3-4326-b4f3-8165560dbaef,CUST-52247,1960.34,INR,fraud_suspected,33,0,2026-08-21T12:07:38.643085+00:00,annual
85b73b2d-a8a0-4b38-a2bc-6518d1746901,CUST-85392,4494.89,INR,fraud_suspected,3,1,2026-08-05T18:07:38.643102+00:00,annual
1b1c6821-d55f-4a5c-b280-7af01f7730d1,CUST-78021,615.02,INR,insufficient_funds,57,2,2026-08-18T01:07:38.643120+00:00,monthly
5e36af6c-c455-4316-bda5-c904443971db,CUST-21959,928.35,INR,fraud_suspected,61,1,2026-08-10T09:07:38.643137+00:00,monthly
89f60364-1f5a-42b6-a31a-926bfbf26957,CUST-31079,748.66,INR,insufficient_funds,43,3,2026-08-01T04:07:38.643154+00:00,monthly
efc8ae9e-c0bc-4e0d-8743-cd52ef8443ac,CUST-82102,1119.75,INR,ambiguous,5,3,2026-08-21T09:07:38.643171+00:00,monthly
d79fc969-5f6a-4c44-b50b-d40b8aef3b1c,CUST-62976,534.17,INR,insufficient_funds,66,0,2026-08-02T02:07:38.643189+00:00,monthly
014ced67-4c1d-4436-9260-c2a888edf34a,CUST-77952,2415.31,INR,insufficient_funds,47,3,2026-08-03T05:07:38.643205+00:00,annual
1ef9d158-5940-444c-9f7d-459ded5928e1,CUST-81987,1269.72,INR,insufficient_funds,17,2,2026-08-08T21:07:38.643221+00:00,monthly
00e73dc7-5600-49f7-8c5c-c1e45a668bf9,CUST-92578,497.76,INR,insufficient_funds,31,1,2026-08-14T02:07:38.643239+00:00,monthly
8c22f824-9c5b-4fb1-bf3c-27d36a22c058,CUST-39451,700.32,INR,expired_card,15,3,2026-07-24T16:07:38.643255+00:00,monthly
382be0a0-2e20-4464-8d04-05a92b4ec601,CUST-48254,1897.62,INR,insufficient_funds,66,2,2026-08-10T04:07:38.643273+00:00,annual
e7a82f5a-30f8-49e8-9ee4-26b548577b7e,CUST-82255,2812.46,INR,insufficient_funds,19,3,2026-08-17T00:07:38.643291+00:00,monthly
7a0fb89d-42e9-47f3-b28d-4081ba9f07b6,CUST-19150,6706.07,INR,fraud_suspected,36,1,2026-08-13T03:07:38.643308+00:00,monthly
7e757f44-fb10-4582-83cb-424518152daa,CUST-49132,13341.27,INR,insufficient_funds,63,1,2026-08-09T02:07:38.643325+00:00,monthly
4e561b9f-1501-4bcb-b271-82f674f6a3a3,CUST-81228,2046.79,INR,insufficient_funds,49,3,2026-07-25T09:07:38.643341+00:00,annual
cb289249-8dd1-4440-81a1-963676dff335,CUST-41300,714.13,INR,ambiguous,50,1,2026-07-27T06:07:38.643357+00:00,monthly
6ef80ef8-2254-4f32-abf8-743557c3d72d,CUST-59968,303.14,INR,network_error,50,2,2026-07-28T23:07:38.643374+00:00,annual
f0988d92-df7c-4c21-998e-cd46db4e2367,CUST-14852,1833.54,INR,expired_card,17,2,2026-07-27T16:07:38.643391+00:00,annual
79d18398-f27e-481e-bed8-70980354aec7,CUST-78937,815.27,INR,expired_card,59,0,2026-07-31T15:07:38.643408+00:00,monthly
25837b1d-e7de-4ec0-9f07-06cd4ef2cc41,CUST-30232,1098.5,INR,do_not_honor,10,3,2026-07-29T11:07:38.643425+00:00,monthly
4086db31-4d11-4d71-8d1a-8f450eff9c67,CUST-95175,947.8,INR,do_not_honor,11,2,2026-07-26T22:07:38.643442+00:00,annual
453066a8-244e-4fb5-9c3b-4b02e983655e,CUST-51505,1349.69,INR,expired_card,63,0,2026-08-04T17:07:38.643460+00:00,monthly
7f0db951-8830-45f9-a8b6-e7a83ee847fe,CUST-47667,3336.59,INR,do_not_honor,30,0,2026-08-10T16:07:38.643477+00:00,annual
8c425d47-a5c5-48e1-b844-6d4fc28fa55c,CUST-23173,1687.51,INR,network_error,57,0,2026-08-01T10:07:38.643494+00:00,annual
eaf45a17-bab8-4eda-9b01-96e8c4503a94,CUST-17355,1331.74,INR,insufficient_funds,38,2,2026-08-12T06:07:38.643511+00:00,monthly
f8374ad5-0ec5-4f2a-bdca-e23c9c00a181,CUST-84177,689.85,INR,expired_card,24,1,2026-08-18T17:07:38.643528+00:00,monthly
f3dd96e8-f91d-462a-a817-3525021892f0,CUST-99539,427.18,INR,expired_card,31,3,2026-07-25T01:07:38.643544+00:00,monthly
535687b3-4cc5-4fa6-8a03-54321f526bb0,CUST-43289,1041.58,INR,expired_card,59,2,2026-08-02T19:07:38.643561+00:00,annual
cb9deb19-970e-4bd3-a1c9-a219ec3dd3c1,CUST-47700,1440.7,INR,expired_card,70,1,2026-08-21T05:07:38.643579+00:00,annual
a812c192-0b1b-441e-b554-960993280c08,CUST-49210,5648.63,INR,ambiguous,55,2,2026-08-09T10:07:38.643596+00:00,monthly
247c434b-60cf-4b8c-9853-65cb016796c2,CUST-73335,1653.96,INR,expired_card,14,1,2026-08-11T01:07:38.643612+00:00,monthly
e5266ac9-404a-4668-9448-88c389f84786,CUST-48696,3134.66,INR,insufficient_funds,3,3,2026-08-15T19:07:38.643629+00:00,monthly
94909cac-b3de-4a23-845f-f3e2fc69231c,CUST-16428,1031.48,INR,do_not_honor,64,2,2026-07-30T12:07:38.643646+00:00,monthly
95265535-f367-4e86-9d80-72c31e9650dc,CUST-93442,616.78,INR,expired_card,25,2,2026-08-01T20:07:38.643665+00:00,annual
b35093ba-99ca-4e38-8464-c6425dadaae1,CUST-27927,727.33,INR,do_not_honor,13,0,2026-08-14T05:07:38.643682+00:00,monthly
ce7fda5d-f1de-41e7-b3a8-60fdbddb72ef,CUST-27224,870.7,INR,expired_card,12,2,2026-08-12T20:07:38.643698+00:00,monthly
46376ba6-8ec0-418b-a10c-293ce6d7b273,CUST-80701,7402.5,INR,insufficient_funds,47,2,2026-07-28T14:07:38.643715+00:00,monthly
6107af41-4339-4340-9255-e3fc20cb90b7,CUST-73156,810.12,INR,fraud_suspected,38,1,2026-07-29T16:07:38.643733+00:00,monthly
ed48d4ea-6fd5-428f-a197-d3baa9be7834,CUST-39571,2813.23,INR,insufficient_funds,51,2,2026-08-21T07:07:38.643751+00:00,monthly
227e3818-3094-48a0-bfdf-5fb20ec61c25,CUST-69609,762.06,INR,expired_card,48,2,2026-08-05T07:07:38.643767+00:00,annual
e9bac8a4-4f5f-4c2d-9cef-79950b3534d2,CUST-24201,3016.64,INR,ambiguous,30,3,2026-08-23T00:07:38.643786+00:00,annual
cfe0c946-7250-45c8-a053-ba40d55d970c,CUST-89964,2002.06,INR,do_not_honor,29,0,2026-08-03T05:07:38.643803+00:00,annual
92afdf4e-d32f-4cd8-b22d-43aa492e293a,CUST-63516,1333.74,INR,insufficient_funds,15,1,2026-08-22T18:07:38.643819+00:00,monthly
377b73af-7942-4d2b-b53e-c4e272254233,CUST-22739,1454.84,INR,expired_card,31,1,2026-08-11T05:07:38.643836+00:00,monthly
41c8c754-4e42-44e2-b36b-fc827e7e8dd1,CUST-80804,917.94,INR,ambiguous,54,1,2026-07-26T06:07:38.643852+00:00,monthly
4a99d562-edcd-4723-987f-8c829bdfce70,CUST-90694,2095.98,INR,fraud_suspected,53,1,2026-08-21T21:07:38.643869+00:00,monthly
f8ce99ca-c842-4f1f-bc58-5516053f2862,CUST-40947,1066.33,INR,expired_card,47,0,2026-08-02T08:07:38.643885+00:00,monthly
22188885-1bd9-4151-a7c7-a4e7bbe81c76,CUST-57012,598.25,INR,ambiguous,8,3,2026-08-15T13:07:38.643902+00:00,annual
9e5ef66d-94f3-4f52-b469-59735c55056e,CUST-69600,575.23,INR,ambiguous,12,1,2026-08-02T23:07:38.643919+00:00,monthly
09e2db40-5905-43ed-a987-570c9f3b5d2d,CUST-53713,1707.29,INR,insufficient_funds,32,1,2026-07-29T01:07:38.643936+00:00,monthly
aff5a86c-c90d-4b67-837d-119c61e088b9,CUST-82641,4902.69,INR,fraud_suspected,27,0,2026-07-28T12:07:38.643952+00:00,monthly
c33545c2-fc14-4e24-8697-329e2cb15054,CUST-88116,1691.23,INR,insufficient_funds,1,2,2026-07-27T15:07:38.643968+00:00,annual
b96d6113-fe7b-46c9-a0d2-04d0ce7812da,CUST-32871,1372.3,INR,expired_card,15,0,2026-08-19T19:07:38.643985+00:00,monthly
a7c1411e-de85-43af-8ea4-b67e57c58213,CUST-87182,1858.62,INR,network_error,42,0,2026-08-18T11:07:38.644002+00:00,monthly
9f421d7d-e1e9-40a6-94a4-2fa4481fc06d,CUST-78955,3994.69,INR,network_error,15,2,2026-08-21T04:07:38.644019+00:00,monthly
75a790fa-3dc8-44a3-99b8-e8c5e3ce2fee,CUST-87812,1768.27,INR,expired_card,14,3,2026-08-07T12:07:38.644036+00:00,annual
